Country,country,population
Afghanistan,Iran (Islamic Republic of),37
Afghanistan,Pakistan,16147
Albania,China,10
Albania,Iraq,5
Albania,Serbia,54
Algeria,Cameroon,6
Algeria,Congo,7
Algeria,Côte d'Ivoire,23
Algeria,Democratic Republic of the Congo,39
Algeria,Iraq,15
Algeria,Palestinian,4020
Algeria,Western Sahara,90000
Angola,Burundi,18
Angola,Central African Republic,13
Angola,Chad,191
Angola,Congo,65
Angola,Côte d'Ivoire,407
Angola,Democratic Republic of the Congo,20740
Angola,Eritrea,6
Angola,Guinea,167
Angola,Guinea-Bissau,5
Angola,Liberia,160
Angola,Mauritania,235
Angola,Rwanda,452
Angola,Sierra Leone,413
Angola,Somalia,215
Angola,Sudan,281
Angola,United Republic of Tanzania,6
Angola,Western Sahara,27
Argentina,Various,548
Argentina,Albania,28
Argentina,Algeria,45
Argentina,Angola,13
Argentina,Armenia,126
Argentina,Bangladesh,7
Argentina,Bosnia and Herzegovina,6
Argentina,Burundi,5
Argentina,Cameroon,8
Argentina,Chile,336
Argentina,Colombia,497
Argentina,Congo,9
Argentina,Costa Rica,6
Argentina,Côte d'Ivoire,37
Argentina,Cuba,340
Argentina,Democratic Republic of the Congo,13
Argentina,Ecuador,15
Argentina,El Salvador,10
Argentina,Georgia,5
Argentina,Ghana,46
Argentina,Guinea,9
Argentina,Guinea-Bissau,19
Argentina,Haiti,58
Argentina,India,33
Argentina,Iran (Islamic Republic of),22
Argentina,Iraq,25
Argentina,Kazakhstan,22
Argentina,Liberia,69
Argentina,Mali,16
Argentina,Nigeria,52
Argentina,Pakistan,41
Argentina,Peru,582
Argentina,Romania,53
Argentina,Russian Federation,60
Argentina,Senegal,67
Argentina,Serbia,17
Argentina,Sierra Leone,53
Argentina,Somalia,5
Argentina,Sri Lanka,34
Argentina,Stateless,7
Argentina,Syrian Arab Republic,40
Argentina,Turkey,11
Argentina,Ukraine,18
Argentina,Yemen,15
Armenia,Azerbaijan,1716
Armenia,Côte d'Ivoire,6
Armenia,Georgia,8
Armenia,Iran (Islamic Republic of),21
Armenia,Iraq,943
Armenia,Lebanon,14
Armenia,Palestinian,5
Armenia,Syrian Arab Republic,136
Australia,Various,178
Australia,Afghanistan,7192
Australia,Albania,58
Australia,Algeria,11
Australia,Bahrain,74
Australia,Bangladesh,334
Australia,Belarus,6
Australia,Brazil,6
Australia,Burundi,28
Australia,Cambodia,23
Australia,Cameroon,52
Australia,China,2678
Australia,Colombia,118
Australia,Congo,16
Australia,Côte d'Ivoire,6
Australia,Democratic People's Republic of Korea,29
Australia,Democratic Republic of the Congo,30
Australia,Ecuador,5
Australia,Egypt,810
Australia,El Salvador,5
Australia,Eritrea,96
Australia,Ethiopia,189
Australia,Fiji,279
Australia,Georgia,6
Australia,Ghana,28
Australia,Guinea,8
Australia,India,196
Australia,Indonesia,233
Australia,Iran (Islamic Republic of),3949
Australia,Iraq,2821
Australia,Israel,36
Australia,Jordan,77
Australia,Kazakhstan,7
Australia,Kenya,55
Australia,Kuwait,39
Australia,Kyrgyzstan,11
Australia,Latvia,6
Australia,Lebanon,315
Australia,Liberia,16
Australia,Libya,127
Australia,Malaysia,69
Australia,Mongolia,49
Australia,Morocco,18
Australia,Mozambique,5
Australia,Myanmar,534
Australia,Nepal,196
Australia,Nigeria,116
Australia,Pakistan,1957
Australia,Palestinian,179
Australia,Papua New Guinea,172
Australia,Philippines,29
Australia,Republic of Korea,37
Australia,Romania,14
Australia,Russian Federation,83
Australia,Rwanda,27
Australia,Saudi Arabia,37
Australia,Senegal,5
Australia,Serbia,80
Australia,Sierra Leone,33
Australia,Solomon Islands,16
Australia,Somalia,66
Australia,South Africa,32
Australia,Sri Lanka,2866
Australia,Stateless,1433
Australia,Sudan,49
Australia,Syrian Arab Republic,204
Australia,Thailand,17
Australia,Timor-Leste,8
Australia,Tonga,11
Australia,Tunisia,10
Australia,Turkey,311
Australia,Uganda,43
Australia,Ukraine,26
Australia,United Republic of Tanzania,9
Australia,United States of America,9
Australia,Uzbekistan,30
Australia,Venezuela (Bolivarian Republic of),9
Australia,Viet Nam,88
Australia,Yemen,7
Australia,Zambia,6
Australia,Zimbabwe,953
Austria,Various,322
Austria,Afghanistan,10158
Austria,Albania,150
Austria,Algeria,50
Austria,Angola,173
Austria,Armenia,974
Austria,Azerbaijan,418
Austria,Bangladesh,93
Austria,Belarus,106
Austria,Benin,5
Austria,Bolivia (Plurinational State of),13
Austria,Bosnia and Herzegovina,219
Austria,Bulgaria,6
Austria,Burkina Faso,10
Austria,Burundi,21
Austria,Cameroon,221
Austria,China,328
Austria,Colombia,19
Austria,Congo,122
Austria,Côte d'Ivoire,60
Austria,Croatia,9
Austria,Cuba,25
Austria,Democratic Republic of the Congo,449
Austria,Egypt,82
Austria,Eritrea,88
Austria,Ethiopia,143
Austria,Gambia,90
Austria,Georgia,819
Austria,Ghana,37
Austria,Guatemala,5
Austria,Guinea,74
Austria,India,50
Austria,Iran (Islamic Republic of),2816
Austria,Iraq,2863
Austria,Jordan,10
Austria,Kazakhstan,50
Austria,Kenya,24
Austria,Kyrgyzstan,258
Austria,Lebanon,46
Austria,Liberia,27
Austria,Libya,6
Austria,Madagascar,5
Austria,Mali,5
Austria,Mauritania,7
Austria,Mongolia,176
Austria,Montenegro,13
Austria,Morocco,14
Austria,Myanmar,16
Austria,Nepal,40
Austria,Nigeria,315
Austria,Pakistan,94
Austria,Philippines,9
Austria,Republic of Moldova,145
Austria,Romania,37
Austria,Russian Federation,19517
Austria,Rwanda,40
Austria,Senegal,7
Austria,Serbia,3165
Austria,Sierra Leone,36
Austria,Somalia,1915
Austria,South Africa,5
Austria,Sri Lanka,30
Austria,Stateless,625
Austria,Sudan,250
Austria,Syrian Arab Republic,1675
Austria,Tajikistan,59
Austria,The former Yugoslav Republic of Macedonia,168
Austria,Togo,27
Austria,Tunisia,9
Austria,Turkey,1309
Austria,Turkmenistan,14
Austria,Uganda,17
Austria,Ukraine,309
Austria,Uzbekistan,134
Austria,Viet Nam,37
Austria,Yemen,12
Austria,Zimbabwe,22
Azerbaijan,Afghanistan,576
Azerbaijan,Armenia,5
Azerbaijan,Iran (Islamic Republic of),78
Azerbaijan,Iraq,12
Azerbaijan,Pakistan,5
Azerbaijan,Palestinian,5
Azerbaijan,Russian Federation,781
Bahamas,Cuba,36
Bahrain,Iraq,289
Bangladesh,Myanmar,230674
Bangladesh,Somalia,12
Belarus,Afghanistan,409
Belarus,Azerbaijan,18
Belarus,Ethiopia,10
Belarus,Georgia,92
Belarus,Iran (Islamic Republic of),16
Belarus,Pakistan,5
Belarus,Palestinian,5
Belarus,Tajikistan,12
Belgium,Various,6305
Belgium,Afghanistan,1267
Belgium,Albania,318
Belgium,Algeria,33
Belgium,Angola,101
Belgium,Armenia,99
Belgium,Azerbaijan,20
Belgium,Bangladesh,9
Belgium,Belarus,45
Belgium,Benin,9
Belgium,Bosnia and Herzegovina,46
Belgium,Bulgaria,19
Belgium,Burkina Faso,48
Belgium,Burundi,290
Belgium,Cambodia,13
Belgium,Cameroon,345
Belgium,Central African Republic,15
Belgium,Chad,48
Belgium,Chile,56
Belgium,China,866
Belgium,Colombia,39
Belgium,Congo,31
Belgium,Côte d'Ivoire,155
Belgium,Croatia,7
Belgium,Czech Republic,9
Belgium,Democratic People's Republic of Korea,61
Belgium,Democratic Republic of the Congo,677
Belgium,Djibouti,94
Belgium,Egypt,18
Belgium,Eritrea,62
Belgium,Ethiopia,85
Belgium,Gabon,10
Belgium,Georgia,26
Belgium,Ghana,15
Belgium,Guatemala,5
Belgium,Guinea,1938
Belgium,Guinea-Bissau,9
Belgium,Hungary,75
Belgium,India,10
Belgium,Iran (Islamic Republic of),411
Belgium,Iraq,1541
Belgium,Israel,5
Belgium,Jordan,21
Belgium,Kazakhstan,17
Belgium,Kenya,28
Belgium,Kyrgyzstan,33
Belgium,Lao People's Democratic Republic,16
Belgium,Lebanon,87
Belgium,Liberia,22
Belgium,Libya,9
Belgium,Lithuania,13
Belgium,Mali,11
Belgium,Mauritania,156
Belgium,Morocco,18
Belgium,Myanmar,17
Belgium,Nepal,13
Belgium,Niger,50
Belgium,Nigeria,19
Belgium,Pakistan,39
Belgium,Palestinian,130
Belgium,Poland,220
Belgium,Romania,38
Belgium,Russian Federation,2661
Belgium,Rwanda,966
Belgium,Senegal,209
Belgium,Sierra Leone,34
Belgium,Somalia,288
Belgium,Sri Lanka,302
Belgium,Sudan,64
Belgium,Syrian Arab Republic,355
Belgium,The former Yugoslav Republic of Macedonia,45
Belgium,Togo,115
Belgium,Tunisia,11
Belgium,Turkey,514
Belgium,Uganda,19
Belgium,Ukraine,85
Belgium,United Republic of Tanzania,43
Belgium,Uzbekistan,18
Belgium,Viet Nam,48
Belize,El Salvador,27
Benin,Burundi,14
Benin,Chad,80
Benin,Congo,140
Benin,Côte d'Ivoire,201
Benin,Democratic Republic of the Congo,190
Benin,Eritrea,7
Benin,Nigeria,43
Benin,Rwanda,87
Benin,Togo,4188
Bolivia (Plurinational State of),Chile,8
Bolivia (Plurinational State of),Colombia,168
Bolivia (Plurinational State of),Cuba,9
Bolivia (Plurinational State of),Iraq,16
Bolivia (Plurinational State of),Peru,511
Bolivia (Plurinational State of),Russian Federation,5
Bosnia and Herzegovina,Croatia,6733
Bosnia and Herzegovina,Serbia,146
Bosnia and Herzegovina,Syrian Arab Republic,5
Botswana,Burundi,67
Botswana,Democratic Republic of the Congo,194
Botswana,Ethiopia,12
Botswana,Namibia,998
Botswana,Rwanda,67
Botswana,Somalia,445
Botswana,Sudan,8
Botswana,Uganda,27
Botswana,Zimbabwe,961
Brazil,Afghanistan,28
Brazil,Algeria,7
Brazil,Angola,1684
Brazil,Argentina,11
Brazil,Bhutan,20
Brazil,Bolivia (Plurinational State of),127
Brazil,Burundi,33
Brazil,Cameroon,6
Brazil,Chile,21
Brazil,Colombia,742
Brazil,Congo,8
Brazil,Côte d'Ivoire,25
Brazil,Croatia,5
Brazil,Cuba,134
Brazil,Democratic Republic of the Congo,510
Brazil,Ecuador,27
Brazil,Eritrea,21
Brazil,Ethiopia,20
Brazil,Georgia,10
Brazil,Ghana,9
Brazil,Guinea,6
Brazil,Guinea-Bissau,10
Brazil,Iran (Islamic Republic of),35
Brazil,Iraq,214
Brazil,Lebanon,29
Brazil,Liberia,247
Brazil,Nigeria,37
Brazil,Pakistan,28
Brazil,Palestinian,117
Brazil,Paraguay,7
Brazil,Peru,45
Brazil,Russian Federation,9
Brazil,Rwanda,18
Brazil,Serbia,77
Brazil,Sierra Leone,136
Brazil,Somalia,43
Brazil,Sri Lanka,5
Brazil,Stateless,5
Brazil,Sudan,42
Brazil,Syrian Arab Republic,42
Brazil,The former Yugoslav Republic of Macedonia,6
Brazil,United Republic of Tanzania,5
Bulgaria,Afghanistan,368
Bulgaria,Albania,5
Bulgaria,Armenia,34
Bulgaria,Bangladesh,11
Bulgaria,Congo,6
Bulgaria,Cuba,5
Bulgaria,Ethiopia,9
Bulgaria,Georgia,6
Bulgaria,Iran (Islamic Republic of),89
Bulgaria,Iraq,1359
Bulgaria,Lebanon,7
Bulgaria,Nigeria,10
Bulgaria,Russian Federation,9
Bulgaria,Somalia,93
Bulgaria,Stateless,83
Bulgaria,Sudan,29
Bulgaria,Syrian Arab Republic,97
Bulgaria,Tunisia,5
Bulgaria,Turkey,23
Burkina Faso,Burundi,61
Burkina Faso,Cameroon,9
Burkina Faso,Chad,182
Burkina Faso,Congo,94
Burkina Faso,Côte d'Ivoire,12
Burkina Faso,Democratic Republic of the Congo,46
Burkina Faso,Mali,38776
Burkina Faso,Rwanda,78
Burkina Faso,Sudan,7
Burkina Faso,Togo,29
Burkina Faso,Viet Nam,5
Burundi,Benin,6
Burundi,Democratic Republic of the Congo,41349
Burundi,Mauritania,8
Burundi,Rwanda,428
Burundi,Somalia,20
Cambodia,Myanmar,21
Cambodia,Pakistan,8
Cambodia,Somalia,8
Cambodia,Sri Lanka,5
Cambodia,Viet Nam,33
Cameroon,Angola,12
Cameroon,Burundi,67
Cameroon,Cambodia,5
Cameroon,Central African Republic,92094
Cameroon,Chad,1972
Cameroon,Congo,65
Cameroon,Côte d'Ivoire,108
Cameroon,Democratic Republic of the Congo,456
Cameroon,Equatorial Guinea,8
Cameroon,Eritrea,5
Cameroon,Guinea,10
Cameroon,Liberia,21
Cameroon,Mauritania,5
Cameroon,Nigeria,3223
Cameroon,Rwanda,830
Cameroon,Sudan,65
Cameroon,Togo,10
Canada,Various,87
Canada,Afghanistan,2609
Canada,Albania,1764
Canada,Algeria,513
Canada,Angola,753
Canada,Antigua and Barbuda,40
Canada,Argentina,258
Canada,Armenia,200
Canada,Australia,6
Canada,Azerbaijan,598
Canada,Bahamas,15
Canada,Bahrain,5
Canada,Bangladesh,1917
Canada,Barbados,50
Canada,Belarus,300
Canada,Belgium,17
Canada,Belize,6
Canada,Benin,56
Canada,Bhutan,19
Canada,Bolivia (Plurinational State of),160
Canada,Bosnia and Herzegovina,91
Canada,Botswana,109
Canada,Brazil,175
Canada,Bulgaria,928
Canada,Burkina Faso,141
Canada,Burundi,2315
Canada,Cambodia,176
Canada,Cameroon,864
Canada,Central African Republic,63
Canada,Chad,543
Canada,Chile,124
Canada,China,16813
Canada,Colombia,17563
Canada,Congo,287
Canada,Costa Rica,282
Canada,Côte d'Ivoire,420
